Vertice, peso (V), Aresta, peso (A)
, (36), , (2) 
, (36), orgao, (1) 
, (36), cprm, (1) 
, (36), latitude, (1) 
, (36), fonte, (1) 
, (36), problema, (1) 
, (36), brumado, (1) 
, (36), principalmente, (1) 
, (36), milhoes, (1) 
, (36), mocambique, (2) 
, (36), lcm, (1) 
, (36), mg, (2) 
, (36), mina, (2) 
, (36), longitude, (1) 
governo, (6), distrito, (1) 
governo, (6), federal, (1) 
governo, (6), decada, (1) 
interativo, (2), plataforma, (1) 
corrego, (10), , (1) 
corrego, (10), ressaca, (2) 
corrego, (10), belo, (1) 
corrego, (10), brumadinhomg, (1) 
pico, (8), resultado, (1) 
pico, (8), vazo, (1) 
pico, (8), criacao, (1) 
pico, (8), modelo, (1) 
protected, (2), area, (1) 
emprego, (14), confusao, (1) 
emprego, (14), conjunto, (1) 
emprego, (14), energia, (1) 
emprego, (14), imagem, (1) 
emprego, (14), analise, (1) 
emprego, (14), geotecnologia, (1) 
emprego, (14), renda, (1) 
remoto, (16), concentracao, (1) 
remoto, (16), emprego, (1) 
remoto, (16), analise, (1) 
remoto, (16), particular, (1) 
remoto, (16), encontro, (1) 
remoto, (16), avaliacao, (1) 
remoto, (16), geoprocessamento, (1) 
remoto, (16), relevante, (1) 
utilizacao, (21), metodologia, (1) 
utilizacao, (21), software, (1) 
utilizacao, (21), ferramenta, (1) 
utilizacao, (21), sensoriamento, (1) 
utilizacao, (21), analise, (1) 
utilizacao, (21), geotecnologia, (1) 
utilizacao, (21), modelo, (2) 
utilizacao, (21), matriz, (1) 
utilizacao, (21), agua, (1) 
utilizacao, (21), pca, (1) 
geomorfologica, (2), bacia, (1) 
analysil, (2), questao, (1) 
atrativo, (2), turistico, (1) 
estadual, (20), agente, (1) 
estadual, (20), hidrica, (1) 
estadual, (20), ambiente, (1) 
estadual, (20), rio, (4) 
estadual, (20), programa, (1) 
estadual, (20), reducao, (1) 
estadual, (20), multifuncionalidade, (1) 
-, (42), coronel, (1) 
-, (42), egoamazoniamodelagem, (1) 
-, (42), mt, (1) 
-, (42), regiao, (1) 
-, (42), m, (5) 
-, (42), ndci, (1) 
-, (42), conforme, (1) 
-, (42), marianamg, (1) 
-, (42), swmm, (1) 
-, (42), estacao, (1) 
-, (42), timoteo, (1) 
-, (42), mocambique, (1) 
